-0.643 -0.766
-0.629 -0.777
-0.616 -0.788
-0.602 -0.799
-0.588 -0.809
-0.574 -0.819
-0.559 -0.829
-0.545 -0.839
-0.530 -0.848
-0.515 -0.857
-0.500 -0.866
-0.485 -0.875
-0.469 -0.883
-0.454 -0.891
-0.438 -0.899
-0.423 -0.906
-0.407 -0.914
-0.391 -0.921
-0.375 -0.927
-0.358 -0.934
-0.342 -0.940
-0.326 -0.946
-0.309 -0.951
-0.292 -0.956
-0.276 -0.961
-0.259 -0.966
-0.242 -0.970
-0.225 -0.974
-0.208 -0.978
-0.191 -0.982
-0.174 -0.985
-0.156 -0.988
-0.139 -0.990
-0.122 -0.993
-0.105 -0.995
-0.087 -0.996
-0.070 -0.998
-0.052 -0.999
-0.035 -0.999
-0.017 -1.000
-0.000 -1.000
 0.017 -1.000
 0.035 -0.999
 0.052 -0.999
 0.070 -0.998
 0.087 -0.996
 0.105 -0.995
 0.122 -0.993
 0.139 -0.990
 0.156 -0.988
 0.174 -0.985
 0.191 -0.982
 0.208 -0.978
 0.225 -0.974
 0.242 -0.970
 0.259 -0.966
 0.276 -0.961
 0.292 -0.956
 0.309 -0.951
 0.326 -0.946
 0.342 -0.940
 0.358 -0.934
 0.375 -0.927
 0.391 -0.921
 0.407 -0.914
 0.423 -0.906
 0.438 -0.899
 0.454 -0.891
 0.469 -0.883
 0.485 -0.875
 0.500 -0.866
 0.515 -0.857
 0.530 -0.848
 0.545 -0.839
 0.559 -0.829
 0.574 -0.819
 0.588 -0.809
 0.602 -0.799
 0.616 -0.788
 0.629 -0.777
 0.643 -0.766
 0.656 -0.755
 0.669 -0.743
 0.682 -0.731
 0.695 -0.719
 0.707 -0.707
 0.719 -0.695
 0.731 -0.682
 0.743 -0.669
 0.755 -0.656
 0.766 -0.643
 0.777 -0.629
 0.788 -0.616
 0.799 -0.602
 0.809 -0.588
 0.819 -0.574
 0.829 -0.559
 0.839 -0.545
 0.848 -0.530
 0.857 -0.515
 0.866 -0.500
 0.875 -0.485
 0.883 -0.469
 0.891 -0.454
 0.899 -0.438
 0.906 -0.423
 0.914 -0.407
 0.921 -0.391
 0.927 -0.375
 0.934 -0.358
 0.940 -0.342
 0.946 -0.326
 0.951 -0.309
 0.956 -0.292
 0.961 -0.276
 0.966 -0.259
 0.970 -0.242
 0.974 -0.225
 0.978 -0.208
 0.982 -0.191
 0.985 -0.174
 0.988 -0.156
 0.990 -0.139
 0.993 -0.122
 0.995 -0.105
 0.996 -0.087
 0.998 -0.070
 0.999 -0.052
 0.999 -0.035
 1.000 -0.017
 1.000 -0.000
